"Lot_Frontage","Lot_Area","Street","Lot_Shape","Utilities","Neighborhood","Bldg_Type","House_Style","Overall_Cond","Year_Built","Roof_Style","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Full_Bath","Half_Bath","Bedroom_AbvGr","TotRms_AbvGrd","Garage_Finish","Garage_Cars","Garage_Area","Pool_Area","Year_Sold","Sale_Type","Sale_Price","Longitude","Latitude"
70,8393,"Pave","Regular","AllPub","North_Ames","Duplex","One_Story","Average",1959,"Gable",1626,1712,0,1712,2,0,4,8,"Fin",2,588,0,2006,"WD ",145000,-93.622312,42.042114
80,8800,"Pave","Regular","AllPub","North_Ames","TwoFmCon","One_Story","Good",1965,"Hip",1187,1565,0,1565,2,0,3,7,"RFn",1,299,0,2006,"WD ",185900,-93.630156,42.040072
80,8800,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1964,"Hip",1251,1251,0,1251,1,0,3,6,"RFn",1,461,0,2006,"WD ",160000,-93.626765,42.038434
0,10368,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1964,"Hip",1008,1488,0,1488,1,1,3,7,"Fin",2,430,0,2006,"WD ",167000,-93.627065,42.04102
85,9350,"Pave","Regular","AllPub","North_Ames","OneFam","Two_Story","Above_Average",1964,"Gable",720,720,720,1440,1,1,4,7,"Fin",2,480,0,2006,"WD ",157500,-93.6282949,42.0414084
75,10382,"Pave","Regular","AllPub","North_Ames","TwoFmCon","SLvl","Average",1958,"Hip",588,1095,0,1095,1,0,2,6,"RFn",1,264,0,2006,"ConLD",140000,-93.621621,42.041314
69,8973,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Good",1958,"Gable",1008,1053,0,1053,1,1,3,6,"RFn",2,750,0,2006,"WD ",150000,-93.621362,42.040273
80,10800,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Good",1960,"Hip",1248,1248,0,1248,1,0,3,6,"Unf",1,286,0,2006,"WD ",151500,-93.622017,42.040143
60,8550,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Very_Good",1934,"Gable",816,816,0,816,1,0,2,4,"Unf",1,240,0,2006,"WD ",129800,-93.62357,42.039195
0,11425,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1954,"Gable",1008,1008,0,1008,1,0,2,4,"RFn",1,275,0,2006,"WD ",137000,-93.622649,42.038351
68,9724,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Good",1947,"Hip",938,1043,0,1043,1,0,2,5,"Unf",1,273,0,2006,"WD ",137000,-93.621399,42.039202
51,4712,"Pave","Slightly_Irregular","AllPub","Brookside","OneFam","One_and_Half_Fin","Good",1946,"Gable",747,774,456,1230,1,1,3,5,"Unf",1,305,0,2006,"WD ",121600,-93.628568,42.035836
51,5900,"Pave","Slightly_Irregular","AllPub","Brookside","OneFam","One_Story","Good",1923,"Gable",440,869,0,869,1,0,2,4,"No_Garage",0,0,0,2006,"WD ",85500,-93.629185,42.03537
52,5825,"Pave","Slightly_Irregular","AllPub","Brookside","OneFam","One_Story","Average",1926,"Gable",600,747,0,747,1,0,1,5,"Unf",2,528,0,2006,"WD ",79900,-93.629256,42.035379
92,7438,"Pave","Slightly_Irregular","AllPub","Brookside","OneFam","One_and_Half_Fin","Very_Good",1908,"Gable",504,936,316,1252,1,0,3,5,"Unf",2,576,0,2006,"WD ",127000,-93.628176,42.035666
80,9600,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1961,"Gable",1251,1433,0,1433,1,0,3,7,"Unf",2,441,0,2006,"WD ",161000,-93.6270261,42.0380632
89,10858,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1952,"Gable",1444,1624,0,1624,1,0,2,6,"RFn",1,240,0,2006,"WD ",146500,-93.624738,42.034612
80,9600,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1951,"Gable",1056,1216,0,1216,1,0,3,7,"RFn",1,280,0,2006,"WD ",135000,-93.623704,42.036024
89,10680,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Fair",1951,"Hip",2136,2136,0,2136,2,0,4,7,"Unf",2,528,0,2006,"WD ",137900,-93.622645,42.037463
79,9490,"Pave","Regular","AllPub","North_Ames","OneFam","One_and_Half_Fin","Good",1941,"Gable",806,958,620,1578,1,0,3,5,"Unf",1,240,0,2006,"WD ",133000,-93.620494,42.034831
79,9462,"Pave","Regular","AllPub","North_Ames","OneFam","Two_Story","Above_Average",1949,"Gable",704,1024,704,1728,1,1,3,7,"Unf",1,234,0,2006,"WD ",137000,-93.621426,42.035987
82,9888,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1954,"Gable",936,936,0,936,1,0,2,5,"Unf",1,240,0,2006,"WD ",121000,-93.62143,42.037247
0,8917,"Pave","Slightly_Irregular","AllPub","North_Ames","Duplex","One_Story","Average",1967,"Gable",1584,1584,0,1584,2,0,4,8,"Unf",2,506,0,2006,"WD ",119000,-93.619673,42.0493
0,12700,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","SLvl","Average",1964,"Gable",1246,1246,0,1246,1,0,3,6,"RFn",2,441,0,2006,"WD ",172000,-93.616852,42.049031
85,8500,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Fair",1961,"Hip",1235,1235,0,1235,1,0,2,6,"Unf",2,480,0,2006,"WD ",98600,-93.616012,42.04665
88,14200,"Pave","Regular","AllPub","North_Ames","OneFam","Two_Story","Above_Average",1966,"Gable",924,1216,941,2157,2,1,4,8,"Fin",2,487,0,2006,"WD ",226000,-93.615629,42.048528
75,9000,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1954,"Gable",936,1128,0,1128,1,0,2,5,"Unf",1,286,0,2006,"WD ",118000,-93.6181153,42.0422973
174,25419,"Pave","Regular","AllPub","North_Ames","OneFam","Two_Story","Below_Average",1918,"Gable",1360,1360,1360,3112,2,0,4,8,"Unf",2,795,512,2006,"WD ",235000,-93.620355,42.042156
109,9723,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_Story","Good",1963,"Hip",1008,1008,0,1008,1,0,2,5,"RFn",2,430,0,2006,"WD ",135000,-93.618389,42.043129
70,7728,"Pave","Regular","AllPub","North_Ames","Duplex","SLvl","Above_Average",1962,"Hip",1106,1190,0,1190,1,0,3,6,"Unf",2,540,0,2006,"WD ",132500,-93.619334,42.044735
70,8163,"Pave","Regular","AllPub","North_Ames","OneFam","SLvl","Above_Average",1959,"Gable",1144,1144,0,1144,1,0,3,6,"RFn",1,796,0,2006,"WD ",143000,-93.617499,42.043897
70,8400,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1957,"Gable",1179,1364,0,1364,1,1,3,6,"RFn",1,331,0,2006,"WD ",132000,-93.618625,42.04498
80,11600,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1960,"Hip",1383,1383,0,1383,1,1,3,7,"RFn",1,292,0,2006,"WD ",145250,-93.612886,42.044975
0,9610,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1958,"Hip",1121,1336,0,1336,1,1,3,7,"RFn",2,488,0,2006,"WD ",162000,-93.612566,42.044254
125,10000,"Pave","Regular","AllPub","North_Ames","OneFam","SLvl","Above_Average",1956,"Hip",1058,1370,0,1370,1,0,3,6,"RFn",1,300,0,2006,"WD ",148000,-93.615882,42.042105
69,14850,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_Story","Average",1957,"Gable",1092,1092,0,1092,1,0,2,6,"Fin",1,299,0,2006,"WD ",141000,-93.613296,42.043626
72,10152,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1956,"Gable",1124,1124,0,1124,1,0,3,6,"Fin",1,353,0,2006,"WD ",153000,-93.614251,42.0427
72,10011,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1957,"Gable",1070,1236,0,1236,1,0,2,6,"Unf",1,447,0,2006,"WD ",134450,-93.612462,42.042905
0,7032,"Pave","Slightly_Irregular","AllPub","North_Ames","Duplex","SFoyer","Average",1979,"Gable",943,943,0,943,1,0,2,4,"Unf",2,600,0,2006,"WD ",135960,-93.618319,42.041821
70,8092,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Very_Good",1954,"Hip",1050,1050,0,1050,1,0,3,6,"RFn",1,286,0,2006,"WD ",156000,-93.618481,42.040745
75,11310,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1954,"Hip",1367,1375,0,1375,1,0,2,5,"Unf",2,451,0,2006,"WD ",140000,-93.618593,42.040252
66,12778,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1952,"Gable",1008,1008,0,1008,1,0,2,4,"RFn",1,280,0,2006,"WD ",139500,-93.617225,42.039447
75,10170,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1951,"Hip",216,1575,0,1575,1,1,2,5,"Unf",2,400,0,2006,"WD ",155000,-93.617069,42.038357
55,7700,"Pave","Regular","AllPub","North_Ames","OneFam","SLvl","Good",1956,"Gable",301,1145,0,1145,1,0,3,6,"Unf",2,684,0,2006,"WD ",127000,-93.612464,42.039387
65,11050,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1956,"Hip",1005,1005,0,1005,1,0,2,6,"Unf",1,319,0,2006,"WD ",133500,-93.613491,42.038602
80,13600,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1955,"Gable",1056,1056,0,1056,1,1,3,6,"Fin",1,300,0,2006,"WD ",125000,-93.6136767,42.0383475
85,15428,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1951,"Hip",884,884,0,884,1,0,2,4,"Fin",1,270,0,2006,"WD ",142000,-93.615474,42.038836
118,21299,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1941,"Hip",929,2039,0,2039,1,1,3,7,"Unf",3,791,0,2006,"COD",167000,-93.61547,42.040276
70,13300,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1956,"Hip",1015,1384,0,1384,1,0,2,6,"Unf",2,896,0,2006,"WD ",159000,-93.612263,42.039351
94,22136,"Pave","Regular","AllPub","Old_Town","TwoFmCon","One_and_Half_Fin","Average",1925,"Gable",2171,1392,1248,2640,2,1,5,10,"RFn",3,1008,0,2006,"WD ",180000,-93.620354,42.034934
50,7500,"Pave","Regular","AllPub","North_Ames","OneFam","One_and_Half_Fin","Above_Average",1947,"Gable",784,900,412,1312,1,1,3,6,"Unf",2,649,0,2006,"WD ",127000,-93.617182,42.034617
50,7000,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Above_Average",1924,"Gable",617,865,445,1310,2,0,2,6,"Unf",1,398,0,2006,"COD",112000,-93.6168701,42.0347269
60,10410,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Very_Good",1930,"Gable",713,713,0,713,1,0,2,5,"Unf",1,371,0,2006,"WD ",99800,-93.6143498,42.0378602
90,5400,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Good",1954,"Gable",833,833,0,833,1,0,2,4,"Unf",1,326,0,2006,"WD ",117000,-93.6133726,42.0371796
60,5400,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Above_Average",1921,"Gable",1073,1073,0,1073,1,0,2,4,"Unf",1,326,0,2006,"WD ",108480,-93.613965,42.037001
60,10914,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Fair",1929,"Hip",715,715,0,715,1,0,2,4,"Unf",2,660,0,2006,"WD ",68000,-93.610772,42.037097
60,7008,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Very_Good",1900,"Gable",448,448,272,720,1,0,1,5,"Unf",1,280,0,2006,"WD ",86900,-93.612239,42.037041
60,10800,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Above_Average",1920,"Hip",1120,1130,0,1130,1,0,2,5,"Unf",2,720,0,2006,"WD ",120000,-93.6139,42.0358
60,7200,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Very_Good",1915,"Gable",663,774,821,1595,2,0,3,7,"Unf",2,528,0,2006,"WD ",155500,-93.6116427,42.0367836
60,10818,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Below_Average",1910,"Gable",1077,981,779,1760,1,1,4,7,"Unf",2,648,0,2006,"COD",80000,-93.612266,42.035857
60,10410,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Below_Average",1915,"Gable",672,694,520,1214,1,0,3,6,"Unf",3,936,0,2006,"WD ",105000,-93.614049,42.034574
60,10800,"Pave","Regular","AllPub","Old_Town","TwoFmCon","One_and_Half_Fin","Below_Average",1900,"Gable",954,1766,648,2414,2,0,3,10,"Unf",2,520,0,2006,"ConLD",160000,-93.612404,42.035277
60,10800,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Very_Good",1936,"Gable",796,1096,370,1466,2,0,3,7,"Unf",2,566,0,2006,"WD ",170000,-93.613899,42.034761
84,8658,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1965,"Gable",1088,1324,0,1324,2,0,3,6,"RFn",2,440,0,2006,"WD ",160000,-93.608909,42.040944
85,13400,"Pave","Regular","AllPub","North_Ames","OneFam","SLvl","Average",1966,"Gable",1024,1086,0,1086,1,0,3,6,"RFn",2,484,0,2006,"WD ",159950,-93.608984,42.040811
83,10184,"Pave","Regular","AllPub","North_Ames","OneFam","SLvl","Average",1963,"Gable",1083,1146,0,1146,1,0,3,6,"Unf",1,294,0,2006,"WD ",165000,-93.607582,42.040105
77,9786,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_and_Half_Fin","Good",1962,"Gable",912,1085,649,1734,1,1,3,7,"RFn",2,440,0,2006,"WD ",159000,-93.60942,42.040081
77,9510,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1962,"Gable",1135,1207,0,1207,1,1,3,6,"RFn",1,264,0,2006,"WD ",147000,-93.610278,42.040297
66,7800,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_Story","Average",1964,"Gable",912,912,0,912,1,0,2,5,"Unf",1,288,0,2006,"WD ",115000,-93.610501,42.040148
79,8910,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1959,"Hip",655,1194,0,1194,1,0,3,6,"Fin",2,539,0,2006,"WD ",159500,-93.607257,42.0385
60,7332,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1959,"Gable",864,864,0,864,1,0,2,4,"Unf",1,288,0,2006,"WD ",120000,-93.608422,42.038497
73,7100,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_Story","Good",1957,"Gable",816,816,0,816,1,0,2,5,"Unf",1,308,0,2006,"WD ",129900,-93.609073,42.038297
80,10800,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1961,"Gable",1313,1773,0,1773,2,0,3,6,"RFn",2,418,0,2006,"WD ",183000,-93.606508,42.041874
86,11650,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1959,"Hip",0,1472,0,1472,2,0,2,5,"Unf",2,484,0,2006,"WD ",157500,-93.605384,42.0416529
0,18275,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","Two_Story","Very_Good",1962,"Gable",1438,1900,548,2448,3,0,3,9,"RFn",2,441,0,2006,"WD ",277500,-93.60674,42.040768
47,16321,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1957,"Gable",1484,1600,0,1600,1,0,2,6,"RFn",1,319,0,2006,"WD ",207500,-93.605727,42.03902
60,12144,"Pave","Regular","AllPub","North_Ames","OneFam","One_and_Half_Fin","Above_Average",1950,"Gable",910,910,611,1521,1,1,3,6,"Unf",1,597,0,2006,"WD ",147500,-93.609054,42.036098
60,10800,"Pave","Regular","AllPub","North_Ames","OneFam","One_and_Half_Fin","Below_Average",1949,"Gable",720,720,472,1192,1,1,4,6,"No_Garage",0,0,0,2006,"WD ",135000,-93.610503,42.035782
60,7200,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Good",1950,"Hip",0,1040,0,1040,1,0,2,5,"Unf",2,625,0,2006,"WD ",109500,-93.608903,42.035996
60,7200,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1950,"Gable",0,1040,0,1040,1,0,2,4,"Unf",2,420,0,2006,"WD ",109900,-93.608904,42.036099
70,7560,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Average",1959,"Gable",1040,1040,0,1040,1,0,3,6,"RFn",1,286,0,2006,"WD ",133700,-93.606743,42.036053
60,8544,"Pave","Regular","AllPub","North_Ames","Duplex","One_Story","Below_Average",1950,"Gable",0,1040,0,1040,2,0,2,6,"Unf",2,400,0,2006,"WD ",81400,-93.609053,42.034805
0,8544,"Pave","Regular","AllPub","North_Ames","Duplex","One_Story","Below_Average",1949,"Gable",0,1040,0,1040,2,0,2,6,"Unf",2,400,0,2006,"WD ",87500,-93.609053,42.03471
60,8544,"Pave","Regular","AllPub","North_Ames","Duplex","One_Story","Below_Average",1950,"Gable",0,1040,0,1040,2,0,2,6,"Unf",2,400,0,2006,"WD ",93500,-93.609053,42.034662
75,8512,"Pave","Regular","AllPub","North_Ames","Duplex","One_Story","Average",1960,"Hip",1556,1556,0,1556,2,0,4,8,"No_Garage",0,0,0,2006,"WD ",119000,-93.606892,42.034829
70,7945,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1959,"Gable",1150,1150,0,1150,1,0,3,6,"RFn",1,300,0,2006,"WD ",141000,-93.606893,42.034757
70,7000,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Below_Average",1961,"Hip",1150,1150,0,1150,1,0,3,6,"RFn",1,288,0,2006,"WD ",146000,-93.606744,42.034708
69,7590,"Pave","Regular","AllPub","North_Ames","OneFam","Two_Story","Average",1966,"Gable",660,660,688,1348,1,1,3,6,"RFn",2,453,0,2006,"WD ",155000,-93.603704,42.036792
69,10205,"Pave","Slightly_Irregular","AllPub","North_Ames","OneFam","SFoyer","Average",1962,"Gable",925,999,0,999,1,0,3,6,"Unf",1,300,0,2006,"WD ",134500,-93.605839,42.03548
74,7400,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1962,"Gable",1045,1045,0,1045,1,0,3,6,"Unf",2,528,0,2006,"WD ",120000,-93.604687,42.034618
70,7000,"Pave","Regular","AllPub","North_Ames","OneFam","One_Story","Above_Average",1962,"Gable",864,864,0,864,1,0,3,5,"Unf",1,336,0,2006,"WD ",105000,-93.604568,42.034753
70,7000,"Pave","Regular","AllPub","North_Ames","TwoFmCon","SFoyer","Average",1962,"Gable",1025,1025,0,1025,1,0,3,6,"No_Garage",0,0,0,2006,"WD ",124000,-93.6050674,42.0345614
62,9856,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Very_Good",1900,"Hip",716,1007,1007,2014,2,0,5,8,"Unf",2,624,0,2006,"WD ",169000,-93.618539,42.033267
57,9906,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Below_Average",1925,"Gable",686,810,518,1328,1,0,3,8,"Unf",1,210,0,2006,"WD ",107000,-93.6195519,42.0334994
60,9600,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Above_Average",1948,"Gable",1212,1226,442,1668,1,0,3,6,"Unf",1,240,0,2006,"WD ",135000,-93.617164,42.033385
60,5520,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Above_Average",1920,"Gable",1147,1147,510,1657,1,0,4,9,"Unf",1,162,0,2006,"WD ",111500,-93.61852,42.032144
60,9600,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Very_Good",1900,"Gable",780,940,476,1416,1,0,3,7,"Unf",2,400,0,2006,"WD ",156500,-93.617139,42.032346
60,9600,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Good",1925,"Gable",728,832,809,1641,1,1,3,6,"Unf",2,546,0,2006,"WD ",178000,-93.618489,42.03139
58,6451,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Good",1900,"Gable",712,848,580,1428,1,0,4,7,"Fin",2,576,0,2006,"WD ",139900,-93.619513,42.031506
66,3960,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Very_Good",1930,"Gable",502,502,502,1004,1,0,2,5,"Unf",1,200,0,2006,"WD ",105000,-93.615681,42.031347
70,5684,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Very_Good",1930,"Hip",813,813,0,813,1,0,2,5,"Unf",1,270,0,2006,"WD ",110000,-93.618799,42.03121
56,7745,"Pave","Regular","AllPub","Old_Town","TwoFmCon","One_and_Half_Fin","Above_Average",1900,"Gable",938,1084,867,1951,2,0,4,9,"Unf",2,576,0,2006,"WD ",111500,-93.618335,42.030396
56,7741,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Average",1924,"Gable",1032,1032,0,1032,1,0,2,5,"Unf",1,280,0,2006,"COD",108000,-93.618334,42.030463
50,5633,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Good",1925,"Gable",844,844,0,844,1,0,2,5,"Unf",1,216,0,2006,"WD ",111500,-93.615638,42.031196
50,9000,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Above_Average",1880,"Gable",636,1089,661,1750,1,0,3,8,"Unf",1,240,0,2006,"WD ",124000,-93.614011,42.033623
60,7200,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Average",1950,"Gable",576,864,0,864,1,0,2,5,"RFn",1,528,0,2006,"COD",105000,-93.6145858,42.0330459
40,4400,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Very_Good",1920,"Gable",648,734,384,1118,1,0,2,6,"Unf",2,440,0,2006,"WD ",116000,-93.614615,42.032305
42,7614,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Average",1905,"Gable",738,714,662,1376,1,0,2,7,"Unf",1,216,0,2006,"WD ",96900,-93.613905,42.030267
50,6000,"Pave","Regular","AllPub","Old_Town","TwoFmCon","One_Story","Good",1955,"Hip",960,960,0,960,1,0,3,5,"Unf",2,576,0,2006,"WD ",135500,-93.607862,42.032064
50,6000,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Good",1924,"Gable",816,816,750,1566,1,1,5,7,"Unf",2,450,0,2006,"WD ",139000,-93.608833,42.032267
52,7830,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Average",1921,"Gable",492,492,0,492,1,0,1,3,"Unf",1,200,0,2006,"WD ",61500,-93.610354,42.031964
56,9576,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Good",1945,"Gable",770,885,297,1182,1,1,3,5,"Unf",1,378,0,2006,"WD ",120000,-93.608938,42.030368
49,5820,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Very_Good",1955,"Gable",1162,1163,0,1163,1,0,3,6,"Unf",1,220,0,2006,"WD ",126175,-93.607744,42.03146
48,5747,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Below_Average",1920,"Gable",798,840,0,840,1,0,2,5,"Unf",1,250,0,2006,"WD ",64000,-93.606803,42.031138
69,9142,"Pave","Regular","AllPub","Old_Town","TwoFmCon","Two_Story","Very_Good",1910,"Gable",1020,908,1020,1928,2,0,4,9,"Unf",1,440,0,2006,"WD ",137000,-93.618293,42.029142
60,9600,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Poor",1900,"Gable",1095,1095,679,1774,2,0,4,8,"Unf",3,779,0,2006,"WD ",87000,-93.616886,42.027993
60,10800,"Pave","Regular","AllPub","Old_Town","OneFam","Two_and_Half_Unf","Good",1914,"Gable",880,880,888,1768,1,1,2,6,"Unf",2,320,0,2006,"WD ",163000,-93.613889,42.029136
70,6300,"Pave","Regular","AllPub","Old_Town","OneFam","Two_and_Half_Unf","Above_Average",1910,"Gable",1226,1226,878,2104,2,0,5,9,"Unf",2,432,0,2006,"WD ",155000,-93.615361,42.028951
63,5000,"Pave","Regular","AllPub","Old_Town","OneFam","One_and_Half_Fin","Below_Average",1900,"Gable",540,889,551,1440,1,0,3,6,"Unf",1,352,0,2006,"WD ",79000,-93.615365,42.029281
65,8850,"Pave","Slightly_Irregular","AllPub","Old_Town","OneFam","Two_and_Half_Unf","Above_Average",1916,"Gable",815,815,875,1690,1,0,3,7,"Unf",1,225,0,2006,"ConLw",144000,-93.615337,42.027953
60,3600,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Good",1910,"Gable",684,684,684,1368,1,0,3,7,"Unf",1,216,0,2006,"WD ",114504,-93.6127958,42.0281148
60,7200,"Pave","Regular","AllPub","Old_Town","OneFam","Two_Story","Good",1920,"Hip",596,998,764,1762,1,1,4,8,"Unf",2,576,0,2006,"WD ",157000,-93.613763,42.027953
84,11340,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Average",1923,"Gable",1200,1200,0,1200,1,0,4,7,"Unf",1,312,0,2006,"WD ",125000,-93.608901,42.028963
90,22950,"Pave","Moderately_Irregular","AllPub","Old_Town","OneFam","Two_and_Half_Fin","Excellent",1892,"Gable",1107,1518,1518,3608,2,1,4,12,"Unf",3,840,0,2006,"WD ",475000,-93.610438,42.029025
33,5976,"Pave","Regular","AllPub","Old_Town","Duplex","Two_Story","Good",1920,"Hip",624,624,624,1248,2,0,2,8,"No_Garage",0,0,0,2006,"WD ",93500,-93.609665,42.027992
65,9750,"Pave","Regular","AllPub","Old_Town","OneFam","One_Story","Average",1958,"Hip",960,960,0,960,1,0,3,5,"Unf",2,624,0,2006,"WD ",125000,-93.606195,42.0272703
63,4761,"Pave","Regular","AllPub","Iowa_DOT_and_Rail_Road","OneFam","One_and_Half_Unf","Fair",1918,"Gable",1020,1020,0,1020,1,0,2,5,"No_Garage",0,0,0,2006,"ConLD",64500,-93.606869,42.02297
0,7446,"Pave","Regular","AllPub","Brookside","OneFam","One_Story","Average",1941,"Gable",788,788,0,788,1,0,2,4,"No_Garage",0,0,0,2006,"WD ",100000,-93.628478,42.03405
65,6435,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Average",1939,"Gable",972,972,605,1577,1,0,3,6,"Unf",1,312,0,2006,"WD ",140200,-93.626022,42.03179
69,11737,"Pave","Slightly_Irregular","AllPub","Brookside","OneFam","Two_Story","Good",1924,"Gambrel",848,1017,810,1827,1,0,2,9,"Unf",1,240,0,2006,"WD ",202500,-93.627385,42.030786
50,5000,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Good",1947,"Gable",1004,1004,660,1664,2,0,3,7,"Unf",2,420,0,2006,"WD ",159000,-93.625576,42.033306
65,7800,"Pave","Regular","AllPub","Old_Town","TwoFmCon","One_and_Half_Fin","Good",1939,"Gable",793,793,325,1118,1,0,3,5,"Unf",2,410,0,2006,"WD ",119900,-93.620433,42.033369
52,6240,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Above_Average",1934,"Gable",816,816,0,1176,1,0,3,6,"Unf",2,528,0,2006,"WD ",114500,-93.623642,42.032299
0,6240,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Below_Average",1936,"Gable",896,896,448,1344,1,0,3,7,"Unf",1,240,0,2006,"WD ",115000,-93.62454,42.031499
51,6120,"Pave","Regular","AllPub","Brookside","OneFam","One_and_Half_Fin","Average",1930,"Gable",728,728,434,1162,1,0,3,6,"Unf",1,258,0,2006,"ConLI",75000,-93.624553,42.032396
